Peilmerknummer,X_RD,Y_RD,Punt_status,Punttype,Omschrijving
016C0129,185051,530197,ACTUEEL,PM,HS BDR OOSTERRINGWEG 35
016C0130,189690,534880,VERVALLEN,PM,HS BDR LAGEWG 17 
016C0131,188350,527000,HISTORISCH,PM,HS BAARLOSEWG 9 
016C0132,189220,527240,HISTORISCH,PM,HS BAARLOSEWG 15 
016C0133,187390,529220,HISTORISCH,PM,"HS BLANKENHAMMERWG 5,HMP 1.0 "
016C0134,188100,529920,HISTORISCH,PM,"STENEN DOORLAAT IN MARKNESSERTOCHT-,ONDER BLANKENHAMMERWG HMP 2.0 "
016C0135,186230,530120,HISTORISCH,PM,"HS """"STEUNENBERG"""" LINDEWG 36 "
016C0136,186680,530860,HISTORISCH,PM,"BET DOORLAAT IN MARKNESSERTOCHT,ONDER LINDEWG "
016C0137,187770,531280,HISTORISCH,PM,"HS UITERDIJKENWG 17A,HMP 2.4 "
016C0138,186320,532140,HISTORISCH,PM,"HS UITERDIJKENWG 6,HMP 0.7 "
016C0139,181988,526063,ACTUEEL,PM,"HS BDR """"CITHERS HILL"""" KUINDERWG 8 HMP 1.2"
016C0140,183600,529850,HISTORISCH,PM,BURCHTWG 19 HMP 3.0 
016C0141,182480,529560,HISTORISCH,PM,BURCHTWG 12 HMP 1.8 
016C0142,182939,531720,VERVALLEN,PM,"HS BDR """"DE OERBANK"""" WELLERZANDWG 3 "
016C0143,182020,532340,ACTUEEL,PM,"HS BDR """"WITTENHORST"""" WELLERZANDWG 9 "
016C0144,180120,534710,ACTUEEL,PM,"HS BDR ""BOSSLAG"" SCHOTERPAD 12, HMP 1.0 "
016C0145,185180,528380,HISTORISCH,PM,LINDEWG 24 HMP 4.2 
016C0146,184850,531740,HISTORISCH,PM,SCHANSWG 4 HMP 1.9 
016C0147,184220,533660,HISTORISCH,PM,WAGENWG 2 
016C0148,184100,534720,HISTORISCH,PM,WAGENWG 8 
016C0149,184000,535820,HISTORISCH,PM,WAGENWG 18 
016C0150,183280,533280,HISTORISCH,PM,HS HOPWG 10A 
016C0151,181400,527840,HISTORISCH,PM,ST. GEB. FRIESE PAD BIJ HMP 1.3 
016C0152,182750,534620,HISTORISCH,PM,GB-STRAALZENDER A/D HOPWG 
016C0153,180060,533130,VERVALLEN,PM,"TOILETGB ESSO STATION, O-Z RW50 "
016C0154,187200,532920,ACTUEEL,PM,LDS LAGEWG 1 
016C0155,184520,536540,ACTUEEL,PM,BDR HOEK NIEUWEWG/ZEEDK 5 
016C0156,185300,536920,VERVALLEN,PM,BDR NIEUWEWG 24 - 4 
016C0157,185500,534160,ACTUEEL,PM,TOREN RKK HENRIC DE CRANESTR 187 (RD-VASTLEGGING) 
016C0158,182636,527343,ACTUEEL,PM,HS KUINDERWG 9A: HMP 47.45
016C0159,182250,534540,VERVALLEN,PM,TRAFO KAST A/D HOPWG
016C0160,184550,530600,VERVALLEN,PM,BET DR W-Z KUINDERWG 
016C0161,185299,536920,VERVALLEN,PM,BDR NIEUWEWG 24
016C0162,189130,536760,ACTUEEL,PM,HS BDR SPANGAHOEKWG 31 
016C0163,187429,525017,ACTUEEL,PM,SHOWROOM GARAGE OOSTEINDE 12
016C0164,187000,527419,ACTUEEL,PM,"HS """"THIRZA"""" OOSTERRINGWG 14B"
016C0165,188480,528660,VERVALLEN,PM,INSPECTIEPUT DR N-Z KALENBERGERWG 
016C0166,188379,533970,VERVALLEN,PM,"BDR """"ENS GENT"""" LAGEWG 12 "
016C0167,181626,533828,ACTUEEL,PM,"HS SCHOTERWEG 5A, HMP 2.0"
016C0168,180200,526590,VERVALLEN,IG,"GPS-STATION OO15 EMMELOORD,BOVENKANT BODDEPLAAT GROBESNR:01630045,HET HOOIVELD 2, EMMELOORD "
016C0169,189010,531280,ACTUEEL,EG,"RD STEEN 2.30 M Z V/D HAMMERDK, 6.0 M W V/D BLANKENHAMMERWG RD=169323-14 "
016C0170,188950,531190,VERVALLEN,PM,"ZETTINGSBT IN BOVENKANT V/D OVERLOOPPUT,V/D DR O/D BLANKENHAMMERWG "
016C0171,180819,533700,ACTUEEL,PM,"SCH BDR """"DE WOUDHOEVE"""" SCHOTERPAD 3 "
016C0172,180230,526570,ACTUEEL,PM,KNT STEUNPUNT RWS A/D MUNTWG
016C0173,185320,525480,VERVALLEN,PM,"HS BDR """"LANDMANSLUST"""" LUTTELGEESTERWG 7 "
016C0174,186638,527567,ACTUEEL,PM,SCH BDR LUTTELGEESTERWG 22
016C0175,188960,531210,ACTUEEL,PM,"STEUNPOST """"BLANKENHAM"""" BLANKENHAMMERWG "
016C0176,188380,533970,ACTUEEL,PM,BDR LAGEWG 12 
016C0177,184805,530510,ACTUEEL,PM,HS BDR OOSTERRINGWG 38
016C0178,188372,528618,ACTUEEL,PM,HS 'WOUN OP 'E WEAGEN' KALENB.WG 12II
016C0179,181639,525412,ACTUEEL,PM,"GB """"GTI"""" DAALDER 2"
016C0180,186339,537220,ACTUEEL,PM,BR NIEUWE WEG BET RAND N-O 
016C0181,183539,536500,ACTUEEL,PM,HS BDR WORSTWG 6 
016C0182,181160,532950,ACTUEEL,PM,HS WELLERZANDWG 17C 
016C0183,183700,531200,ACTUEEL,PM,HS BDR OOSTERRINGWG 47 HMP 10.0 
016C0184,182940,531720,ACTUEEL,PM,HS BDR WELLERZANDWG 3 
016C0185,189250,531130,ACTUEEL,PM,HS KERKBUURT 2 BLANKENHAM 
016C0186,188550,525315,ACTUEEL,PM,SCH STEENWIJKERWEG 6
016C0187,186010,529277,ACTUEEL,PM,SCH BDR OOSTERRINGWEG 25 II
016C0188,186080,533280,ACTUEEL,PM,AUTOBEDRIJF HOEK DE SCHANS/DE WERF 
016C0189,185520,531920,ACTUEEL,PM,SCH BDR KUINDERWEG 22 
016C0190,189670,534960,ACTUEEL,PM,SCH BDR LAGEWEG 17 
016C0191,185650,534360,ACTUEEL,PM,GEMAAL LINDEDK WESTZIJDE 
016C0192,181810,537490,ACTUEEL,PM,ZW VLMR BR  O/D MIDDENWEG/GRIETENDIJK 
016C0201,180730,526514,ACTUEEL,PM,VDC N351 LEMSTERVAART
016C0202,184431,530454,ACTUEEL,PM,HS KUINDERWEG 27
016C0203,187750,525001,ACTUEEL,PM,GML EXPANSIEWEG 2
016C0209,185572,529717,ACTUEEL,PM,NO HOEK RIOOLPOMPPUT
016C0210,184118,531000,ACTUEEL,PM,VEEROOSTER
016C0211,185306,536899,ACTUEEL,PM,HS NIEUWEWG 24
016D0002,192520,525020,HISTORISCH,PM,SCH BDR ETTENLANDSEWG 12 BIJ HMP 2.9 
016D0003,194000,526025,ACTUEEL,PM,VEESCH O-Z VOLLENHOOFSEDK
016D0004,194380,525140,VERVALLEN,PM,BDR O-Z  VOLLENHOOFSEDK 3 
016D0005,192141,526538,ACTUEEL,PM,HS BDR DE EERSTE UITERDIJKENW 64 HMP 9.1
016D0007,193560,526620,HISTORISCH,PM,HS O-Z.NOORDERKADE 28 
016D0008,193739,526800,VERVALLEN,PM,"TOREN HK BLOKZIJL, R.V.INGANG "
016D0010,193745,526478,ACTUEEL,PM,BR O/D KEERSL O-Z. VOLLENHOOFSEDK
016D0011,193000,527880,ACTUEEL,PM,BDR KUINDERDIJK 6 
016D0012,193320,527240,ACTUEEL,PM,BDR KUINDERDIJK 4 
016D0013,191620,528120,ACTUEEL,PM,BDR UITERDIJKENW 52 BIJ HMP 7.4 
016D0014,192020,528740,ACTUEEL,PM,HS BUURTSTEEG 9
016D0015,194719,528120,VERVALLEN,PM,BR O/D ROOMSLOOT I/D STEENWIJKERWG 
016D0016,194640,528080,VERVALLEN,PM,"GEM B/D ROOMSLOOT,PROV.WEG HMP 7.7 "
016D0017,194639,528080,VERVALLEN,PM,"GEM B/D ROOMSLOOT,PROV.WEG HMP 7.7 "
016D0020,196640,528760,ACTUEEL,PM,"SCH BDR """"DE KIKKERIJ"""" OEVERWG 8 "
016D0021,198500,528140,ACTUEEL,PM,BDR 'WESTERLOO' O-Z. KOOIWEG 2 
016D0022,199950,528890,HISTORISCH,PM,BDR 'HOEVE-WEZENBEECKE' J.VAN NASSAUWG 4 
016D0023,191020,529780,ACTUEEL,PM,HS BDR BLOKZIJLERDK 18 
016D0024,191360,529560,VERVALLEN,PM,HS BLOKZIJLERDK 20 
016D0025,191560,529260,ACTUEEL,PM,HS BDR BLOKZIJLERDK 24 
016D0026,194180,529850,ACTUEEL,PM,HS RIETWG 1 
016D0027,196010,529600,VERVALLEN,PM,SCH BIJ BDR O-Z.WEG WETERING-WEST 35 
016D0028,197880,529400,ACTUEEL,PM,"BDR """"PRINSJESHOEVE"""" BLOKZIJLSEWG 10 "
016D0029,190480,530340,ACTUEEL,PM,"HS """"LANGESTEEGN"""" BLOKZIJLERDK 9"
016D0030,190720,530100,ACTUEEL,PM,"HS """"DIE DIEKHAGE"""" BLOKZIJLERDK 12 "
016D0031,195960,530540,VERVALLEN,PM,HK WETERING-WEST 49 R.V.DEURSTOEP 
016D0032,199090,530160,ACTUEEL,PM,BDR AYLVA-STATE BLOKZIJLSEWG 1 HMP 12.7 
016D0033,194000,531810,HISTORISCH,PM,HS ZW-ZIJDE KALENBERGERGRACHT 62 
016D0034,195680,531330,ACTUEEL,PM,TH B/H MOTORGEMAAL WETERING-OOST 
016D0035,198780,531020,HISTORISCH,PM,HS WOLDLAKEWG 1 
016D0037,195240,532240,VERVALLEN,PM,HS WETERING OOST 68 W-Z. 
016D0039,197840,532430,ACTUEEL,PM,"HS BDR """"DE BATAAF"""" WOLDLAKEWG 9 "
016D0040,194360,533840,VERVALLEN,PM,SCH CF MEENTEWEG 9 HOGEWEG 
016D0041,199340,533960,ACTUEEL,PM,BDR HESSELINGENDK 6 
016D0042,190980,535820,ACTUEEL,PM,BDR HOOFDSTR 24 
016D0043,192340,535760,ACTUEEL,PM,HS HOOGEWG 25 
016D0045,195440,536760,ACTUEEL,PM,HS KONINGIN.JULIANAWG 69 OLDEMARKT
016D0046,195720,536710,VERVALLEN,PM,HS PAASLOERW 4 
016D0047,196140,536660,ACTUEEL,PM,HS BDR PAASLOERW 12 
016D0048,196640,536740,VERVALLEN,PM,HS BDR PAASLOERW 14 
016D0049,197180,536420,HISTORISCH,PM,"HK PAASLO BINNENWEG 2, ZO-HOEKPILASTER "
016D0050,197840,536200,VERVALLEN,PM,BDR OLDEMARKTSEWG 49 
016D0051,198480,536600,ACTUEEL,PM,HS NW-Z.WEG PAASLO-REGEL 114 
016D0052,198660,536180,ACTUEEL,PM,HS OLDEMARKTSEWG 192 
016D0053,198980,536900,ACTUEEL,PM,HS NW-Z.WEG PAASLO-REGEL 96 
016D0054,194040,537100,VERVALLEN,PM,BDR DIJKLAAN 1 OLDEMARKT 
016D0055,194400,537320,VERVALLEN,PM,"HK KRUISSTR 26, O-HOEKPILASTER "
016D0056,194660,537060,ACTUEEL,PM,HS HOOFDSTRAAT 1 
016D0057,195420,537320,ACTUEEL,PM,"HS BDR """"DALHOEVE"""" DAL 1 "
016D0058,195640,537380,ACTUEEL,PM,HS MARKEWG 167 
016D0061,199260,537080,ACTUEEL,PM,HS NW-Z.WEG PAASLO-REGEL 82 
016D0062,199700,537320,ACTUEEL,PM,SCH BDR ZO-Z.WEG PAASLO-REGEL 39 
016D0063,199940,537500,ACTUEEL,PM,HS NW-Z.WEG PAASLO-REGEL 50 
016D0066,193040,525440,HISTORISCH,PM,SCH BDR W-Z KANAALWG 15 
016D0067,195091,525214,ACTUEEL,PM,BDR 'HENDRIKAHOEVE' DUINW 8
016D0068,193120,526080,HISTORISCH,PM,HS KANAALW 6 BIJ HMP 4.8 
016D0072,193170,527500,ACTUEEL,PM,"BDR """"VELDHUIS"""" KUINDERDK 5 "
016D0073,193515,526966,ACTUEEL,PM,BDR 'DE WERF' KUINDERDK 1
016D0076,195240,528280,ACTUEEL,PM,BDR MUGGENBEET 10A 
016D0077,193560,529130,ACTUEEL,PM,"SCH BDR """" 'T DERDE PART"""" VELDHUISWG 7 "
016D0078,194090,529180,HISTORISCH,PM,O-VLMR WATERMLN 
016D0079,195920,528360,ACTUEEL,PM,BDR MUGGENBEET 6 
016D0080,193259,534440,HISTORISCH,PM,HS HOGEWEG 23 
016D0081,195270,534700,ACTUEEL,PM,BRWHS MEENTEWG 2
016D0083,193450,535840,HISTORISCH,PM,BDR IJSSELHAMMERW 7 
016D0084,194500,535360,HISTORISCH,PM,SCH BDR LAKEW 10 IJSSELHAM 
016D0086,194020,535960,HISTORISCH,PM,BDR LAKEWEG 7 IJSSELHAM 
016D0087,194731,525963,ACTUEEL,PM,BDR 'MENNOHOEVE' DUINW 4
016D0088,192940,527890,ACTUEEL,PM,BDR BAARLO 2 
016D0089,190080,532140,VERVALLEN,PM,ELEKTR.GEM POLDERDK 
016D0091,191860,530730,VERVALLEN,PM,GEM POLDERDK 
016D0093,193460,535660,HISTORISCH,PM,BDR AAN VERHARDE WEG IN IJSSELHAM: 10 
016D0095,195900,535260,ACTUEEL,PM,BDR HORSTW 19 
016D0099,198300,535340,ACTUEEL,PM,HS WESTENWOLD 1 
016D0103,199779,534920,VERVALLEN,PM,HS BDR GELDERINGEN 95 
016D0105,192920,536230,HISTORISCH,PM,BDR VERH.WEG I/D IJSSELHAMMERWANDEN: 3 
016D0106,193240,536820,VERVALLEN,PM,BDR KERSPELWG 3 
016D0108,194520,536440,HISTORISCH,PM,BDR HAREWEG 8 
016D0112,191510,537240,ACTUEEL,PM,GEM AAN VERHARDE WEG IN TUSSENBROEK 
016D0114,197220,537100,HISTORISCH,PM,HS BDR SPINNERSLN 6 
016D0115,197720,537170,HISTORISCH,PM,BDR OOSTER-PAASLOERW 19 
016D0116,198070,537010,HISTORISCH,PM,HS OOSTER-PAASLOERW 10 
016D0117,199690,537310,ACTUEEL,PM,BDR WILLEMSOORD-PAASLOOREGEL 45 
016D0118,190370,535460,ACTUEEL,PM,HS BDR LAGEWG 18 
016D0119,193752,526799,ACTUEEL,PM,HERV.KERK BLOKZIJL
016D0120,199970,531140,ACTUEEL,PM,"BDR """"DUIVENVOORDE"""" J. VAN NASSAUWG 18 "
016D0121,190320,536660,ACTUEEL,PM,BDR LINDEDIJK 11
016D0122,190780,537320,ACTUEEL,PM,BDR LINDEDIJK 8 
016D0123,190612,525936,ACTUEEL,PM,HS STEENWIJKERWEG 19B: HMP 2.9
016D0124,191400,526092,ACTUEEL,PM,"HS BDR """"DE WIJDE BLIK"""" STEENWIJKERWG 26 HMP 3.7"
016D0125,192463,526448,ACTUEEL,PM,FRMR STUW N-Z STEENWIJKERW :HMP4.8
016D0126,193040,528120,ACTUEEL,PM,HS BAARLO: 1 
016D0127,195750,535980,ACTUEEL,PM,BDR HORSTW 15 
016D0128,194400,537310,ACTUEEL,PM,"HK KRUISST 26, ZO HOEKPILASTER "
016D0129,192390,537180,ACTUEEL,PM,"HS BDR OSSENZIJLERWG 2, HMP 2.1 "
016D0130,191760,536820,HISTORISCH,PM,"HS BDR OSSENZIJLERWG 4, HMP 1.4 "
016D0131,191239,535730,VERVALLEN,PM,HS VENEBOSWG 14 
016D0132,195150,532830,ACTUEEL,PM,"Z-LHFD VLODDERBR, ZW-VLMR "
016D0133,196390,531660,VERVALLEN,PM,DR I/D KON JULIANAWG N-Z W-VLMR 
016D0134,197130,532010,VERVALLEN,PM,RONDE DR I/D IR.D.J. LUTEIJNW. Z. UITEINDE
016D0135,198700,532810,ACTUEEL,PM,BDR IR.D.J. LUTEIJNW. 2 
016D0136,199360,532770,ACTUEEL,PM,"BDR 'SEROOSKERKEN', HESSELINGENDK 5 "
016D0137,194840,530000,ACTUEEL,PM,RONDE DR I/D RIETW O.UITEINDE 
016D0138,196130,529880,VERVALLEN,PM,BRWHS WETERING OOST 12 
016D0139,196050,530550,ACTUEEL,PM,BDR WETERING OOST 20 
016D0140,198480,531600,HISTORISCH,PM,"BDR 'FAGELHOF', WOLDLAKEW 2 "
016D0141,199600,531580,ACTUEEL,PM,BRWHS STEENWIJKERDIEP N-Z 7 
016D0142,199960,529890,HISTORISCH,PM,"BDR 'BATENBURG', JAN V.NASSAUW 12 "
016D0143,199940,528270,ACTUEEL,PM,"BDR 'PAULUS BUIJS HOEVE',,JAN V. NASSAUW 2 "
016D0144,194520,527040,HISTORISCH,PM,BDR DUINIGERMEERWG 1 
016D0145,195600,526920,HISTORISCH,PM,BDR DUINIGERMEERWG 5 
016D0146,195680,526100,HISTORISCH,PM,SCH BDR DUINIGERMEERWG 6 
016D0147,196660,525980,ACTUEEL,PM,SCH BDR HEVENWG 1 
016D0148,197560,525940,ACTUEEL,PM,HS JONENWG 25 
016D0149,196119,528740,VERVALLEN,PM,"BET PILAAR BR O/D WETERINGGRACHT,WETERING WEST "
016D0150,199100,526080,ACTUEEL,PM,HS VERDIEVENDERIGE  JONENWEG 17A 
016D0151,199920,526140,ACTUEEL,PM,BDR JONENWG 17 
016D0152,197190,527670,HISTORISCH,PM,"BDR """"DE KRAYENHOF"""" OEVERWG 2 "
016D0153,196980,525140,ACTUEEL,PM,SCH BDR HEVENWG 5 
016D0154,192340,525780,HISTORISCH,PM,"HS ""NIJE NIJDAMSTRA STATE"",ETTENLANDSEWG 6,HMP 3.7 "
016D0155,191992,527334,ACTUEEL,PM,HS BDR UITERDIJKENWG 57
016D0156,190090,527460,HISTORISCH,PM,HS BAARLOSEWG 21B 
016D0157,190890,527630,HISTORISCH,PM,"HS BAARLOSEWG 26,HMP 4.1 "
016D0158,190750,528920,VERVALLEN,PM,"HS UITERDIJKENWG 44, HMP 6.2 "
016D0159,190840,531420,HISTORISCH,PM,BET DOORLAAT AAN POLDERDK 
016D0160,199670,536160,HISTORISCH,PM,HS OLDEMARKTSEWG 207 
016D0161,198100,528750,ACTUEEL,PM,SCH BDR KOOIWG 9 
016D0162,197840,536190,ACTUEEL,PM,HS PAASLOOERWG 49 
016D0163,194359,533840,ACTUEEL,PM,HS HOOGEWG 7 
016D0164,190620,535710,ACTUEEL,PM,HS HOOFDSTR 77 
016D0165,193860,536960,ACTUEEL,PM,SCH BDR DIJKLN 3 
016D0166,191750,537430,VERVALLEN,PM,"BET DR O-Z KRUISING TUSSENBROEKWG EN,MARKERBROEKWG "
016D0167,190100,536400,ACTUEEL,PM,"W-Z V/D BR O/D LINDE I/D BURG. VAN DER,VEENWG "
016D0168,194000,534040,ACTUEEL,PM,HS BDR HOOGEWG 17 
016D0169,192890,534810,VERVALLEN,PM,BET VOET WINDMOLEN O-Z HOGEWG 
016D0170,195060,533170,VERVALLEN,PM,HS HOGEWG 2 
016D0171,196020,529920,ACTUEEL,PM,Z-VLMR BR O/D WET I/D SCHEERWOLDERWG 
016D0172,196009,529600,ACTUEEL,PM,SCH HS WETERING WEST 35 
016D0173,193370,528830,VERVALLEN,PM,DR Z-Z VELDHUISWG 
016D0174,193840,530020,ACTUEEL,PM,ZW-VLMR BR RIETWG O/D ROOMSLOOT 
016D0175,199570,534780,ACTUEEL,PM,"HS BDR """"GERRITSHOEVE"""" HESSELINGENDK 1 "
016D0176,198490,529740,ACTUEEL,PM,HS BDR BLOKZIJLSEWG 5 L/V VOORDEUR 
016D0177,199340,535340,ACTUEEL,PM,SCH BDR BASSERWG 4 
016D0178,196720,536790,ACTUEEL,PM,HS PAASLOOERWG 9 
016D0179,194720,528120,VERVALLEN,PM,W-PIJLER FUND BR O/D ROOMSLOOT I/D PWG 
016D0180,199700,531570,ACTUEEL,EG,"RD STEEN 50.0 M O V/D ZO-VLMR V/D BR O/H,STEENWIJKERDIEP, 0.65 M N V/D STEEN-,WIJKERDIEP-ZUID RD=169335-11 "
016D0181,199650,531580,ACTUEEL,PM,"KOP Z-LHFD BR HALFWEGDIEP I/D HESSELIN-,GENDK "
016D0182,194590,537040,ACTUEEL,PM,HS H. NIJHOLTSTR 6 
016D0183,193239,536820,ACTUEEL,PM,BDR KERSPELWG 3 
016D0184,191760,537430,ACTUEEL,PM,BET DR O-Z MARKERBROEKWG 
016D0185,191240,535730,ACTUEEL,PM,HS VENEBOSWG 14 
016D0186,197350,536570,ACTUEEL,PM,HS PAASLOERWG 43 
016D0187,199780,534920,ACTUEEL,PM,HS GELDERINGEN 95 
016D0188,196120,528740,ACTUEEL,PM,BET VOET PIJLERS BR O/D WETERING W-Z 
016D0189,194710,528140,ACTUEEL,PM,W-Z BR O/D ROOMSLOOT N-LHFD 
016D0190,195070,533170,ACTUEEL,PM,HS HOOGEWG 2 
016D0191,190751,528920,ACTUEEL,PM,HS UITERDIJKENWG 44
016D0192,198460,528210,ACTUEEL,PM,HS BDR[WESTERLOO] KOOIWEG 2
016D0193,199050,531100,ACTUEEL,PM,SCH BDR STEENWIJKERDIEP ZUID 9A 
016D0194,198610,527730,ACTUEEL,PM,"OP BET VT NOORDDAMPL,30M W VAN HK KOOIWEG /TIJSSENGRACHT "
016D0197,195370,531960,ACTUEEL,PM,NO VLMR BR STUW I/D WETERING OOST 
016D0198,193260,534440,ACTUEEL,PM,BRUG HOOGEWEG 100 MTR NW HSNR 22 
016D0199,190780,536620,ACTUEEL,PM,SCH BDR TUSSENBROEKWG 1A 
016D0202,196390,531640,ACTUEEL,PM,BET DR O/D JULIANAWG O ZIJDE WEG 
016D0203,199290,533550,ACTUEEL,PM,LOODS HESSELINGENDYK 12A 
016D0204,199500,534940,ACTUEEL,PM,TRAFO A/D HESSELINGENDIJK 
016D0205,198820,535450,ACTUEEL,PM,HS BASSERWEG 18 
016D0206,198450,535680,ACTUEEL,PM,HS BASSERWEG 37 
016D0207,197140,533730,ACTUEEL,PM,BDR A.F.STROINKWEG 16 
016D0208,196160,534290,ACTUEEL,PM,HS WOLDLAKE 18 
016D0209,194790,536840,ACTUEEL,PM,GEB FYSIO KON.JULIANAWEG 28 
016D0211,198370,533590,ACTUEEL,PM,HS BDR A.F.STROINKWEG 9 
016D0212,197970,533670,ACTUEEL,PM,MR UITLAAT GEMAAL STROINKWEG 10 
016D0213,199670,534520,ACTUEEL,GT,SA A/D ZUIDZIJDE THIJLINGERHOF 
016D0225,190310,536663,ACTUEEL,PM,SCH BDR LINDEDIJK 11
016D0226,195361,536732,ACTUEEL,PM,TRAFO JULIANAWEG
016D0227,195297,534667,ACTUEEL,PM,BR IN MEENTEWEG
016D0228,195997,529891,ACTUEEL,PM,RIOOLGEMAAL RIETWEG/WETERING-WEST
016D0229,191855,528765,ACTUEEL,PM,HS BLOKZIJLERDIJK 26
016D0230,190254,530573,ACTUEEL,PM,HS BLOKZIJLERDIJK 5
016D0239,197111,532017,ACTUEEL,PM,BT IN DR I/N D.J LUTIJENWG
016E0001,200550,537700,ACTUEEL,PM,"PK WILLEMSOORD NR:159, L/V INGANG "
016E0002,201410,537620,HISTORISCH,PM,HS DE POL NR.35 
016E0003,201540,537800,HISTORISCH,PM,HS BDR GEN.V/D BOSWG 3 WILLEMSOORD 
016E0004,202740,537500,HISTORISCH,PM,HS BDR WOLDW 256 WIJK I WILLEMSOORD 
016E0006,205850,537740,ACTUEEL,PM,HS BDR MEESTER GERRITSWG 9 
016E0007,205879,537788,ACTUEEL,PM,HORECAGELEGENHEID A/D JHR MR DR H.A. VAN KARNEBEEKLN 15
016E0008,200000,538500,VERVALLEN,PM,BDR ZW-Z. RW STEENW.-WOLVEGA 140 
016E0009,200020,538460,VERVALLEN,PM,HS ZW-Z. RW STEENW.-WOLVEGA WIJK VIII-94 
016E0010,200480,538820,ACTUEEL,PM,BDR WILLEMSOORD NR.7 
016E0012,200900,538100,ACTUEEL,PM,HS KON WILHELMINALN NR.19 
016E0013,201140,538720,ACTUEEL,PM,BDR 'RONDE BLESSE' NR.1 
016E0014,201460,538360,ACTUEEL,PM,BDR KON WILHELMINALN NR.42 
016E0016,202600,538520,ACTUEEL,PM,BDR LOHNISLN 11 
016E0018,204790,538460,VERVALLEN,PM,BDR DWARSWG 1 
016E0019,204980,538310,ACTUEEL,PM,BDR JHR MR DR HA. VAN KARNEBEEKLN 9 
016E0020,205080,538910,ACTUEEL,PM,BDR DWARSWEGWIJK 8 
016E0023,206520,538207,ACTUEEL,PM,BDR HOOFDWG 87
016E0024,206790,538460,VERVALLEN,PM,BDR HOOFDWG 122 
016E0026,209440,538810,VERVALLEN,PM,GEM POLDER TEN KATE 
016E0027,200180,539600,VERVALLEN,PM,BDR OVERBUREN 23 
016E0029,201920,539840,HISTORISCH,PM,BDR LEEMW 1 STEGGERDA 
016E0030,202020,539100,HISTORISCH,PM,BDR AMSTERDAM A'DAMSELN NR.6 
016E0031,202633,539121,ACTUEEL,PM,HS BDR KON WILHELMINALN NR.64
016E0033,204040,539060,ACTUEEL,PM,"LANDB SCH LANDGOED 'DE EESE',V KARNEBEEKLN 7 "
016E0034,204020,539900,ACTUEEL,SA,"IJZ.BS BET.POER  O ZANDWEG HS """"DE EESE"""" "
016E0035,204684,539583,ACTUEEL,PM,"LANDHS 'DE EESE' WIJK I-269, MUURTJE V. TERRAS ZW-ZIJDE"
016E0036,205200,539240,HISTORISCH,PM,BDR DWARSWEGWIJK 15 
016E0038,205660,539740,HISTORISCH,PM,HS NIJENSLEEKERVELD:111 
016E0039,206640,539960,VERVALLEN,PM,BDR DWARSWG 14 
016E0040,207610,539160,ACTUEEL,PM,GK NIJENSLEEK HOOFDWG 59 
016E0041,208672,539806,ACTUEEL,PM,WKHS MAJOOR V. ZWIETENLN 19
016E0042,208733,539703,ACTUEEL,PM,HS BURGM.WIJNOLDYWG 6
016E0043,200148,540638,ACTUEEL,PM,RKK STEGGERDA PEPERGAWEG 45
016E0044,200817,540348,ACTUEEL,PM,BDR ERICAWG 15 STEGGERDA
016E0045,201580,540500,HISTORISCH,PM,BDR VAARTW 22 
016E0047,202976,540214,ACTUEEL,PM,HS WESTVIERDEPARTEN 9 STEGGERDA
016E0048,203668,540642,ACTUEEL,PM,BDR WESTVIERDEPARTEN 25
016E0049,204920,540140,ACTUEEL,SA,"IJZ.BS BET.PEOR AAN ZANDWEG HS """"DE EESE"""" "
016E0050,205200,540940,HISTORISCH,PM,BDR NIJENSLEEKERVELD 5 
016E0051,207180,540420,HISTORISCH,PM,HS BURG. LHOMANWG 4 
016E0052,207633,540781,ACTUEEL,PM,HS VAARTWG 24
016E0053,208169,540199,ACTUEEL,PM,BDR PR. HENDRIKLN 26
016E0054,209047,540204,ACTUEEL,PM,KNT 'MIJ. WELDADIGHEID' KON.WILHELMINA- LN 91
016E0057,201000,541220,ACTUEEL,PM,BDR PEPERGAWG 99 
016E0058,201560,541730,ACTUEEL,PM,HK KOSTERSWG 35 STEGGERDA 
016E0059,203142,541367,ACTUEEL,PM,HS TURFHOEKWG 10
016E0060,203820,541800,HISTORISCH,PM,BDR ZUIDERW 7 
016E0061,204235,541041,ACTUEEL,PM,HS BDR WESTVIERDEPARTEN 8
016E0062,205071,541773,ACTUEEL,PM,HS BDR WESTVIERDEPARTEN 43
016E0063,205527,541893,ACTUEEL,PM,BDR SCHOOLPAD 1
016E0064,207540,541401,ACTUEEL,PM,HK WILHELMINAOORD KON. WILHELMINALN 53
016E0068,202837,542417,ACTUEEL,PM,BDR STEGGERDAWG 117
016E0069,203531,542751,ACTUEEL,PM,BDR STEGGERDAW 126
016E0070,204480,542240,ACTUEEL,PM,BDR ZUIDERW 40 
016E0071,205265,542697,ACTUEEL,PM,BDR ZUIDERW 68
016E0073,206670,542780,VERVALLEN,PM,HS KON.WILHELMINALN 2 
016E0074,208240,542480,HISTORISCH,PM,HS BOERGRUP 15 
016E0075,208820,542900,HISTORISCH,PM,BDR BOERGRUP 31 VLEDDERVEEN 
016E0078,204010,543160,VERVALLEN,PM,O.L. SCHL NOORDWOLDERW 27 
016E0079,204720,543760,VERVALLEN,PM,CF NOORDWOLDERW 48 
